Model,Price,Processor Brand,Processor Model,Processor Frequency,Processor Core,Processor Thread,CPU Cache,Display Size,Display Type,Display Resolution,Touch Screen,Display Features,RAM,RAM Type,Removable,Bus Speed,Total RAM Slot,Storage Type,Storage Capacity,Extra M.2 Slot,Supported SSD Type,Storage Upgrade,Graphics Model,Graphics Memory,Keyboard Type,TouchPad,WebCam,Speaker,Microphone,Optical Drive,Card Reader,HDMI Port,USB 2 Port,USB 3 Port,USB Type-C / Thunderbolt Port,Headphone & Microphone Port,WiFi,Bluetooth,Fingerprint Sensor,Operating System,Battery Type,Battery Capacity,Adapter Type,Color,Dimensions,Weight,Warranty Details,Chipset Model,Graphics Type,Audio Features,LAN,Camera Privacy Shutter,Security Chip,Body Material,Other Features,Max RAM Capacity,Refresh Rate,HDD RPM,Generation,Security Locker Slot,Keyboard Features,NPU,Response TIme,Backup Time (Approx),Other Pre-installed Softwares
"Lenovo Yoga 7 14IRL8 Core i7 13th Gen 14"" WUXGA OLED Military Grade Touch Laptop",170000,Intel,Core i7-1360P,3.7GHz up to 5.0GHz,12 (4 Performance Core + 8 Efficient Core),16,18MB,14-Inch,OLED,WUXGA (1920x1200),"OGM, 10-point Multi-touch","400nits Glossy
Anti-fingerprint
100% DCI-P3
Dolby Vision
TÜV Low Blue Light
DisplayHDR True Black 500
Glass",16GB (On-Board),LPDDR5,Non-Removable,5200MHz,1,M.2 2242 PCIe 4.0x4 NVMe SSD,512GB,Yes,M.2 2242 PCIe 4.0 x4 slot,,Intel Iris Xe Graphics,Shared,Backlit Keyboard,"Buttonless glass-like Mylar surface multi-touch touchpad, supports Precision TouchPad (PTP), 75 x 120 mm (2.95 x 4.72 inches)",FHD 1080p + IR,"2x 2W, Stereo speakers","2x, Array Microphone",N/A,1x microSD card reader,1x HDMI 1.4b,,"1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On","2x USB-C (Thunderbolt 4 / USB4 40Gbps), with USB PD 3.0 and DisplayPort 1.4",1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6E, 11ax 2x2",Bluetooth 5.2,No,Windows 11 Home,Integrated,71Wh,65W USB-C (3-pin),Storm Gray,317.87 x 222.50 x 16.49mm (12.51 x 8.76 x 0.65 inches),1.49 kg (3.28 lbs),2 Years International Limited Warranty (Battery 1 year),Intel SoC Platform,Integrated,"High Definition (HD) Audio
Realtek ALC3306 codec
Optimized with Dolby Atmos
Smart Amplifier (AMP)",N/A,Yes,Firmware TPM 2.0,"Surface Treatment: Aluminum Stamping (Anodized with Sandblasting)
Case Material: Aluminum (Top), Aluminum (Bottom)","MIL-STD-810H military test passed
Green Certifications: 	
ENERGY STAR 8.0
EPEAT Gold Registered
ErP Lot 6
ErP Lot 26
RoHS compliant",16GB,60Hz,,13th Generation,,,,,,
"Lenovo IdeaPad Pro 5 16IRH8 Core i7 13th Gen RTX 3050 6GB Graphics 16"" 2.5K 120Hz Military Grade Laptop",175000,Intel,Core i7-13700H,3.7 GHz up to 5.0 GHz,14 (6 Performance Core + 8 Efficient Core),20,24MB,16-Inch,IPS,2.5K (2560x1600),N/A,"350nits Anti-glare
100% sRGB
Eyesafe
G-Sync",16GB (On-Board),LPDDR5,Non-Removable,5200MHz,1,M.2 2242 PCIe 4.0x4 NVMe SSD,512GB,N/A,,Up to 1TB M.2 2242 SSD,NVIDIA GeForce RTX 3050,6GB,Backlit Keyboard,Yes,"FHD 1080p IR, ToF Sensor","2W x2, Stereo speakers","2x, Array Microphone",N/A,1x 4-in-1 Card Reader,"1x HDMI 2.1, up to 4K/60Hz",,"1x USB 3.2 Gen 1
1x USB 3.2 Gen 1 (Always On)","1x USB-C 3.2 Gen 2 (supports data transfer, Power Delivery 3.0 and DisplayPort 1.4)
1x Thunderbolt 4 / USB4 40Gbps (supports data transfer, Power Delivery 3.0 and DisplayPort 1.4)",1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6E, 11ax 2x2",Bluetooth 5.1,N/A,Windows 11 Home,Integrated,75Wh,170W Slim Tip (3-pin),Arctic Grey,356 x 251 x 17.5 mm (14.02 x 9.88 x 0.69 inches),1.95 kg (4.30 lbs),2 Years International Limited Warranty (Battery 1 year),Intel SoC Platform,GDDR6,"High-Definition (HD) Audio Chip
Realtek ALC3287 codec
Dolby Atmos",N/A,Yes,Firmware TPM 2.0,"Aluminium (Top), Aluminium (Bottom)",,16GB,120Hz,,13th Generation,,,,,,
"Lenovo Yoga Pro 7 14IRH8 Core i7 13th Gen 14.5"" 2.5K Military Grade Laptop",175000,Intel,Core  i7-13700H,3.7 GHz up to 5.0 GHz,14 (6 Performance Core + 8 Efficient Core),20,24MB,14.5-Inch,IPS,2.5K (2560x1600) ,No,"350nits Anti-glare
100% sRGB
Eyesafe
Dolby Vision",16GB (On-Board),LPDDR5,Non-Removable,5200MHz,1,M.2 2242 PCIe 4.0x4 NVMe SSD,512GB,N/A,,Up to 512GB M.2 2242 SSD or 1TB M.2 2280 SSD,Intel Iris Xe Graphics,Shared,Backlit Keyboard,Yes,"FHD 1080p + IR, ToF Sensor","2W x4, Stereo speakers","4x, Array Microphone",N/A,N/A,"1x HDMI 2.1, up to 4K/60Hz",,1x USB 3.2 Gen 1 (Always On),"1x USB-C 3.2 Gen 2 (supports data transfer, Power Delivery 3.0 and DisplayPort 1.4)
1x Thunderbolt 4 / USB4 40Gbps (supports data transfer, Power Delivery 3.0 and DisplayPort 1.4)
",1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6E, 11ax 2x2",Bluetooth 5.1,No,Windows 11 Home,Integrated,73Wh,100W USB-C Slim (3-pin),Tidal Teal,325.5 x 226.49 x 15.6 mm (12.81 x 8.92 x 0.61 inches),1.49 kg (3.28 lbs),2 Years International Limited Warranty (Battery 1 year),Intel SoC Platform,Integrated,"High-Definition (HD) Audio Chips
Realtek ALC3306 codec
Dolby Atmos
Amplifier (AMP)",N/A,Yes,Firmware TPM 2.0,"Aluminum (Top), Aluminum (Bottom)",,16GB,90Hz,,13th Generation,,,,,,
"Lenovo Legion 5i 15IAH7H Core i7 12th Gen RTX 3060 6GB Graphics 15.6"" FHD 144Hz Gaming Laptop",180000,Intel,Core i7-12700H,2.3GHz~4.7GHz,"14 (Performance-cores: 6, Efficient-cores: 8)",20,24MB,15.6 inch, LED,FHD (1920x1080),,"IPS Display, 300nits, 45% NTSC",16GB,DDR5,2 x 8GB Removable,4800MHz,2,NVMe PCIe,1TB,N/A,NVMe PCIe,"Additional SSD Slot, Upgradeable Installed SSD",Nvidia RTX 3060 Graphics,6GB,"4-Zone RGB Backlit, English Keyboard",Yes,FHD 1080p Camera,2W x2,"2x, Array",N/A,,"1x HDMI 2.1
",,3 x USB 3.2 Gen 1,"2 x USB-C 3.2 Gen 2, 1 x Thunderbolt 4",1x Headphone/microphone combo jack (3.5mm),"Wi-Fi 6E, 11ax 2x2",Bluetooth 5.1,N/A,Windows 11 Home,Integrated ,80Wh,300W Slim Tip (3-pin),Storm Grey,358.8 x 262.35 x 19.99mm,2.4 kg,02 years International Limited Warranty (Terms & conditions Apply As Per Lenovo),,GDDR6,Nahimic Audio,RJ45 Ethernet,E-Camera shutter,Firmware TPM 2.0,"Aluminum (Top), Aluminium (Bottom)",TÜV Rheinland Low Blue Light (Hardware Solution),32GB,144Hz,,12th Gen,,,,,,
"Lenovo Yoga PRO 7 14ARP8 Ryzen 7 7735HS RTX 3050 6GB Graphics 14.5"" 3K Gaming Laptop",181000,AMD,Ryzen 7 7735HS,3.2GHz Up to 4.75GHz,8,16,"L1 Cache: 512KB
L2 Cache: 3MB
L3 Cache: 16MB","14.5""",IPS,3K (3072x1920),N/A,"400nits Anti-glare, 100% P3, 120Hz, Eyesafe, Dolby Vision",16GB Soldered,LPDDR5,,6400Mhz,,M.2 2280 PCIe 4.0x4 NVMe,512GB,,,,NVIDIA GeForce RTX 3050,6GB,"Backlit, English (EU)","Buttonless glass surface multi-touch touchpad, supports Precision TouchPad (PTP), 80 x 135 mm (3.15 x 5.31 inches)",FHD 1080p,"4 stereo speakers, 2W x2 (woofers), 2W x2 (tweeters), optimized with Dolby Atmos, Amplifier (AMP)","4x, Array",N/A,N/A,"1x HDMI 2.1, up to 4K/60Hz
",,"1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On","1x USB-C (USB 10Gbps / USB 3.2 Gen 2), with USB PD 3.0 and DisplayPort™ 1.4",1x Headphone/microphone combo jack (3.5mm),"Wi-Fi 6E, 802.11ax 2x2
",BT5.3,N/A,Windows 11 Home,,73Wh,140W USB-C Slim (3-pin),Tidal Teal,325.5 x 226.49 x 15.6 mm (12.81 x 8.92 x 0.61 inches),Starting at 1.49 kg (3.28 lbs),"2 years Warranty (Battery & AdaPC-ABS (Top), PC-ABS (Bottom)pter 1 Year)",AMD SoC Platform,GDDR6,"High Definition (HD) Audio, Realtek® ALC3306 codec",N/A,"IR camera for Windows Hello (facial recognition)
E-shutter",Firmware TPM 2.0,"Aluminium (Top), Aluminium (Bottom)",,not upgradable,120Hz,,,,,,,,
"Lenovo ThinkPad L13 Gen 4 Core i7 13th Gen 13.3"" WUXGA Laptop",183500,Intel,Core i7-1355U,Up to 5.00 GHz with Intel Turbo Boost Technology,10,12,12MB L3 cache,13.3 Inch,,WUXGA ( 1920 x 1200),No,,16GB,DDR5,,4800MHz,,,1TB SSD,,,,Intel Iris Xe Graphics,Shared,Backlight keyboard ,Yes,1080P FHD IR/RGB Hybrid,"Stereo speakers, 2W x2, Dolby Audio
"," Dual-microphone array, far-field, Dolby Voice",N/A,,"1x HDMI, up to 4K/60Hz",,"1x USB 3.2 Gen 1
1x USB 3.2 Gen 1 (Always On)","1x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4)
1x Thunderbolt 4 / USB4® 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)",1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6 AX201, 802.11ax 2x2 ",Bluetooth 5.2,Yes,Windows 11 Pro,4 Cell Li-Polymer,46Wh ,65W USB-C (3-pin) AC adapter,Thunder Black,305 x 218 x 17.23 mm (12.0 x 8.58 x 0.68 inches),1.26 kg (2.78 lbs),2 years International Limited Warranty (Battery 1 year).,Intel integrated SoC,Integrated ,"High Definition (HD) Audio, Realtek® ALC3287 codec",,N/A,FW TPM 2.0,,,,,,13th Generation,Kensington,"6-row, spill-resistant, air intake design, multimedia Fn keys with Unified Communications controls",,,,
"Lenovo ThinkPad P14s Gen 2 Core i5 11th Gen T500 4GB Graphics Card 14"" FHD Business Laptop",185000,Intel ,Core i5-1135G7,"2.40 GHz up to 4.20 GHz
",4,8,8MB,14 Inch,IPS,FHD (1920 x 1080),No,IPS 300 nits Anti-glare,"16GB
(8GB soldered + 8GB SO-DIMM)",DDR4,, 3200MHz,,M.2 2242 PCIe Gen3 TLC SDD,512GB ,N/A,M.2 2242 PCIe Gen3 TLC,,NVIDIA Quadro T500 4GB GDDR6 DirectX 12,4GB,LED backlight,Yes,720p HD,2 x 2W stereo speakers,Yes,N/A,1x microSD card reader,1x HDMI 2.0,,"1x USB 3.2 Gen 1
1x USB 3.2 Gen 1 (Always On)","2x Thunderbolt 4 / USB4 40Gbps (support data transfer, Power Delivery 3.0, and DisplayPort 1.4)",1x Headphone/microphone combo jack (3.5mm),WLAN: Intel Wi-Fi 6 AX201 802.11AX (2 x 2),Bluetooth 5.1,Yes,FreeDOS,3 Cell Li-Polymer ,50Wh,65W AC adapter,Black,,,03 Year Warranty (Terms & Conditions Apply As Per Lenovo),,GDDR6 ,"High Definition (HD) Audio, Realtek ALC3287 codec",Gigabit Ethernet 10/100/1000,Yes,"Discrete TPM 2.0, TCG certified",,"EPEAT Gold
ENERGY STAR 8.0
TCO Certified
RoHS compliant",,,,11th Gen,,,,,,
"Lenovo LOQ 15IRH8 Core i7 13th Gen RTX 4060 8GB Graphics 15.6"" FHD 144Hz Gaming Laptop",184000,Intel,Core i7-13620H,3.6GHz to 4.9GHz,"10 (6 Performance cores, 4 Efficient cores)",16,24MB,15.6-inch,IPS,FHD (1920x1080),N/A,"300nits Anti-glare
45% NTSC
G-SYNC",16GB (2x 8GB),DDR5,Yes,5200MHz,2,M.2 2242 PCIe 4.0x4 NVMe SSD,512GB,Yes,"1x M.2 2242 PCIe 4.0 x4
1x M.2 2280 PCIe 4.0 x4",Up to 1TB M.2 2242 SSD,NVIDIA GeForce RTX 4060,8GB,Backlit Keyboard,Yes,FHD 1080p,"2W x2, Stereo speakers",2x Array Microphone,N/A,N/A,"1x HDMI 2.1, up to 8K/60Hz",,"1x USB 3.2 Gen 1
2x USB 3.2 Gen 2","1x USB-C 3.2 Gen 2 (supports data transfer, Power Delivery 140W and DisplayPort 1.4)",1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6, 11ax 2x2",Bluetooth V5.1,N/A,Windows 11 Home,Integrated,60Wh,170W Slim Tip (3-pin),Storm Grey,359.6 x 264.8 x 22.1-25.2 mm (14.16 x 10.43 x 0.87-0.99 inches),2.4 kg (5.29 lbs),2 Year Warranty (Battery & Adapter 1 Year),Intel SoC Platform,GDDR6,"High Definition (HD) Audio Chip
Realtek ALC3287 codec
Nahimic Gaming Audio",1x 100/1000M RJ-45 ports,E-shutter,Firmware TPM 2.0,"PC-ABS (Top), PC-ABS (Bottom)",AI Chip: LA1,16GB,144Hz,,13th Generation,,White Backlit,,,,
"Lenovo Legion Slim 7i Core i7 12th Gen RTX 3060 6GB Graphics 16"" 2.5K 165Hz Gaming Laptop",188000,Intel,Core i7-12700H,2.3GHz~4.7GHz,"14 (Performance-cores: 6, Efficient-cores: 8)",20,24MB,16 inch,LED,2.5K QHD WQXGA (2560x1600),,"IPS Display, 500nits, 100% sRGB, DisplayHDR 400, Dolby Vision, G-SYNC, Low Blue Light, High Gaming Performance",16GB,DDR5,Yes,4800MHz,2,NVMe PCIe,512GB SSD,N/A,NVMe PCIe,"Additional SSD Slot, Upgradeable Installed SSD",Nvidia RTX 3060 Graphics,6GB,"RGB Backlit, English (EU) Keyboard",Yes,FHD Camera,2W x2,"2x, Array",N/A,4- in -1 Card Reader,"1x HDMI, up to 8K/60Hz",,"2 x USB 3.2 Gen 1, 1 x USB 3.2 Gen 2","1 x USB-C 3.2 Gen 2, 1 x Thunderbolt 4",1x Headphone/microphone combo jack (3.5mm),"Intel Killer Wi-Fi 6E AX1690i, 11ax 2x2",Bluetooth 5.1,"Touch Style, Integrated in Power Button",Windows 11 Home,Integrated ,99.99Wh,230W Slim Tip (3-pin),Onyx Grey,357.7 x 260 x 16.9mm,2.23 kg,02 years International Limited Warranty (Terms & Conditions Apply As Per Lenovo),Intel SoC Platform,GDDR6,"audio by HARMAN, optimized with Nahimic Audio",,E-Camera shutter,"Firmware TPM 2.0
","Aluminum (Top), Aluminium (Bottom)",TÜV Rheinland Low Blue Light (Hardware Solution),,165Hz,,12th Gen,,,,,,
"Lenovo Legion 5i Pro 16IAH7H Core i7 12th Gen RTX 3060 6GB Graphics 16"" 2.5K 240Hz Gaming Laptop",190000,Intel,Core i7-12700H,2.3GHz~4.7GHz,"14 (Performance-cores: 6, Efficient-cores: 8)",20,24MB,16 inch,LED,2.5K QHD WQXGA (2560x1600),,"IPS 500nits Anti-glare, 100% sRGB, Dolby Vision, G-SYNC, Low Blue Light, High Gaming Performance",16GB,DDR5,Yes,4800MHz,2,NVMe PCIe,1TB SSD,N/A,NVMe PCIe,"Additional SSD Slot, Upgradeable Installed SSD",NVIDIA GeForce RTX 3060,6GB,"4-Zone RGB Backlit, English (EU)",Yes,720p with E-camera Shutter,2W x2,"2x, Array",,,"1x HDMI, up to 8K/60Hz",,3 x USB 3.2 Gen 2 Type-A,"2 x USB 3.2 Gen2 Type-C, 1 x Thunderbolt 4",1x Headphone/microphone combo jack (3.5mm),"Wi-Fi 6E, 11ax 2x2",Bluetooth 5.1,,Windows 11 Home,Integrated ,80Wh,300W Slim Tip (3-pin),Storm Grey,359.9 x 264.4 x 19.9mm,2.49 kg,02 years International Limited Warranty (Terms & Conditions Apply As Per Lenovo),,GDDR6,Nahimic Audio,RJ45 Ethernet,E-Camera shutter,"Firmware TPM 2.0
","Aluminum (Top), Aluminium (Bottom)",TÜV Rheinland Low Blue Light (Hardware Solution),32GB,240Hz,,12th Gen,,,,,,
"Lenovo ThinkPad P14s Gen 4 Core i7 13th Gen 14"" WUXGA Laptop",193500,Intel,Core i7-1360P,2.2 GHz to 5.0 GHz,12,16,18MB,14 Inch,,WUXGA ( 1920 x 1200),No,,16GB,DDR5,,5600MHz,,M.2 2280 PCIe TLC Opal,1TB SSD,,,,Intel Iris Xe Graphics,Shared,Backlight keyboard ,Yes,1080P FHD IR/RGB Hybrid,"Stereo speakers, 2W x2, Dolby Audio
"," Dual-microphone array, far-field, Dolby Voice",N/A,,1x HDMI 2.1 TMDS,,2x USB 3.2 Gen 1 (one Always On),"2x Thunderbolt 4 / USB4® 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort 2.0)",1x Headphone / microphone combo jack (3.5mm),"Intel Wi-Fi 6E AX211, 802.11ax 2x2",Bluetooth 5.3,Yes,Windows 11 Pro,3 Cell Li-Polymer,39.3Wh ,65W USB-C (3-pin) AC adapter,Villi Black,317.7 x 226.9 x 17.9 mm (12.51 x 8.93 x 0.7 inches),1.34 kg (2.97 lbs),2 years International Limited Warranty (Battery 1 year).,Intel integrated SoC,Integrated ,"High Definition (HD) Audio, Realtek® ALC3287 codec",,N/A,FW TPM 2.0,,,,,,13th Gen,,"6-row, spill-resistant, air intake design, multimedia Fn keys with Unified Communications controls",,,,
"Lenovo Legion Slim 7 16IRH8 Core i7 13th Gen RTX 4060 8GB Graphics 16"" 3.2K 165Hz Gaming Laptop",224000,Intel,Core i7-13700H,3.7GHz to 5.0GHz,"14 (6 Performance cores, 8 Efficient cores)",20,24MB,16-inch,IPS,3.2K (3200x2000),N/A,"430nits Anti-glare
100% DCI-P3
Dolby Vision
G-SYNC
Low Blue Light
High Gaming Performance",16GB (On-Board),DDR5,Yes,5200MHz,2,M.2 2280 PCIe 4.0x4 NVMe SSD,1TB,Yes,M.2 2280 PCIe 4.0 x4,Up to 1TB M.2 2280 SSD,NVIDIA GeForce RTX 4060,8GB,Backlit Keyboard,Yes,FHD 1080p,"2W x2, Stereo speakers",2x Array Microphone,N/A,1x SD Card reader,"1x HDMI 2.1, up to 8K/60Hz",,"1x USB 3.2 Gen 2 (Always On)
2x USB 3.2 Gen 2","1x USB-C 3.2 Gen 2 (supports data transfer, Power Delivery 140W and DisplayPort 1.4)
1x Thunderbolt 4 / USB4 40Gbps (supports data transfer, Power Delivery 140W and DisplayPort 1.4)",1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6E, 11ax 2x2",Bluetooth V5.1,"Touch Style, Integrated in Power Button",Windows 11 Home,Integrated,99.99Wh,230W Slim Tip (3-pin),Storm Grey,357.7 x 259.3 x 17.6-19.9 mm (14.08 x 10.21 x 0.69- 0.78 inches),2 kg (4.4 lbs),2 Year Warranty (Battery & Adapter 1 Year),Intel SoC Platform,GDDR6,"High Definition (HD) Audio Chip
Realtek ALC3306 codec
HARMAN Audio
Nahimic Gaming Audio
Smart Amplifier (AMP)",N/A,E-shutter,Firmware TPM 2.0,"Aluminum (Top), Aluminum (Bottom)","AI Chip: LA2-Q
Legion ColdFront 5.0 cooling system",32GB (16GB soldered + 16GB SO-DIMM),165Hz,,13th Generation,,White Backlit,,,,
"Lenovo Legion Pro 5 16ARX8 Ryzen 7 7745HX RTX 4060 8GB GDDR6 Graphics 16"" WQXGA 240Hz Gaming Laptop",225000,AMD,Ryzen 7 7745HX,3.6GHz to 5.1GHz,8,16,"L1 Cache: 512KB
L2 Cache: 8MB
L3 Cache: 32MB",16-inch,IPS,WQXGA (2560x1600),N/A,"500nits Anti-glare
100% sRGB
DisplayHDR 400
Dolby Vision
G-SYNC
Low Blue Light
High Gaming Performance",16GB (2x 8GB),DDR5,Yes,5200MHz,2,M.2 2280 PCIe 4.0x4 NVMe,1TB,Yes,M.2 2280 PCIe 4.0 x4,Up to 1TB M.2 2280 SSD,NVIDIA GeForce RTX 4060,8GB,Backlit Keyboard,Yes,FHD 1080p,"2W x2, Stereo speakers",2x Array Microphone,N/A,N/A,"1x HDMI 2.1, up to 8K/60Hz",,"1x USB 3.2 Gen 1 (Always On)
3x USB 3.2 Gen 1","1x USB-C 3.2 Gen 2 (support data transfer and DisplayPort 1.4)
1x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 140W and DisplayPort 1.4)",1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6E, 11ax 2x2 ",Bluetooth V5.2,N/A,Windows 11 Home,Integrated,80Wh,300W Slim Tip (3-pin),Onyx Grey,363.4 x 260.35 x 22.45-26.75 mm (14.31 x 10.25 x 0.88-1.05 inches),Less than 2.5 kg (5.5 lbs),2 Year Warranty (Battery & Adapter 1 Year),AMD SoC Platform,GDDR6,"High Definition (HD) Audio Chip
Realtek ALC3306 codec
Nahimic Gaming Audio",100/1000M (RJ-45),E-shutter,Firmware TPM 2.0,"Aluminium (Top), PC-ABS (Bottom)",Legion Coldfront 5.0 cooling system,Up to 32GB,240Hz,,,,4-Zone RGB Backlit,,,,
"Lenovo Legion Pro 5 16IRX8 Core i7 13th Gen RTX 4060 8GB Graphics 16"" WQXGA 240Hz Gaming Laptop",230000,Intel,Core i7-13700HX,3.6GHz to 5.0GHz,"16 (8 Performance cores, 8 Efficient cores)",24,30MB,16-inch,IPS,WQXGA (2560x1600),N/A,"500nits Anti-glare
100% sRGB
DisplayHDR 400
Dolby Vision
G-SYNC
Low Blue Light
High Gaming Performance",16GB (2x 8GB),DDR5,Yes,4800MHz,2,M.2 2280 PCIe 4.0x4 NVMe SSD,1TB,Yes,M.2 2280 PCIe 4.0 x4,Up to 1TB M.2 2280 SSD,NVIDIA GeForce RTX 4060,8GB,Backlit Keyboard,Yes,FHD 1080p,"2W x2, Stereo speakers",2x Array Microphone,N/A,N/A,"1x HDMI 2.1, up to 8K/60Hz",,"1x USB 3.2 Gen 1 (Always On)
3x USB 3.2 Gen 1","1x USB-C 3.2 Gen 2 (supports data transfer and DisplayPort 1.4)
1x USB-C 3.2 Gen 2 (supports data transfer, Power Delivery 140W and DisplayPort 1.4)",1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6E, 11ax 2x2",Bluetooth V5.1,N/A,Windows 11 Home,Integrated,80Wh,300W Slim Tip (3-pin),Onyx Grey,363.4 x 260.35 x 22.45-26.75 mm (14.31 x 10.25 x 0.88-1.05 inches),2.55 kg (5.6 lbs),2 Year Warranty (Battery & Adapter 1 Year),Intel HM770 Chipset,GDDR6,"High Definition (HD) Audio Chip
Realtek ALC3306 codec
Nahimic Gaming Audio",1x 100/1000M RJ-45 ports,E-shutter,Firmware TPM 2.0,"Aluminum (Top), PC-ABS (Bottom)","AI Chip: LA1
Legion ColdFront 5.0 cooling system",32GB,240Hz,,13th Generation,,4-Zone RGB Backlit,,,,
"Lenovo Legion Pro 5 16IRX8 Core i7 13th Gen RTX 4070 8GB Graphics 16"" WQXGA 240Hz Gaming Laptop",240000,Intel,Core i7-13700HX,3.6GHz to 5.0GHz,"16 (8 Performance cores, 8 Efficient cores)",24,30MB,16-inch,IPS,WQXGA (2560x1600),N/A,"500nits Anti-glare
100% sRGB
DisplayHDR 400
Dolby Vision
G-SYNC
Low Blue Light
High Gaming Performance",32GB (2x 16GB) ,DDR5,Yes,4800MHz,2,M.2 2280 PCIe 4.0x4 NVMe SSD,1TB,Yes,M.2 2280 PCIe 4.0 x4,Up to 1TB M.2 2280 SSD,NVIDIA GeForce RTX 4070,8GB,Backlit Keyboard,Yes,FHD 1080p,"2W x2, Stereo speakers",2x Array Microphone,N/A,N/A,"1x HDMI 2.1, up to 8K/60Hz",,"1x USB 3.2 Gen 1 (Always On)
3x USB 3.2 Gen 1","1x USB-C 3.2 Gen 2 (supports data transfer and DisplayPort 1.4)
1x USB-C 3.2 Gen 2 (supports data transfer, Power Delivery 140W and DisplayPort 1.4)",1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6E, 11ax 2x2",Bluetooth V5.1,N/A,Windows 11 Home,Integrated,80Wh,300W Slim Tip (3-pin),Onyx Grey,363.4 x 260.35 x 22.45-26.75 mm (14.31 x 10.25 x 0.88-1.05 inches),2.55 kg (5.6 lbs),2 Year Warranty (Battery & Adapter 1 Year),Intel HM770 Chipset,GDDR6,"High Definition (HD) Audio Chip
Realtek ALC3306 codec
Nahimic Gaming Audio",1x 100/1000M RJ-45 ports,E-shutter,Firmware TPM 2.0,"Aluminum (Top), PC-ABS (Bottom)","AI Chip: LA1
Legion ColdFront 5.0 cooling system",32GB,240Hz,,13th Generation,,4-Zone RGB Backlit,,,,
"Lenovo Legion Pro 5 16ARX8 Ryzen 7 7745HX RTX 4070 8GB GDDR6 Graphics 16"" WQXGA 240Hz Gaming Laptop",248700,AMD,Ryzen 7 7745HX,3.6GHz to 5.1GHz,8,16,"L1 Cache: 512KB
L2 Cache: 8MB
L3 Cache: 32MB",16-inch,IPS,WQXGA (2560x1600),N/A,"500nits Anti-glare
100% sRGB
DisplayHDR 400
Dolby Vision
G-SYNC
Low Blue Light
High Gaming Performance",16GB (2x 8GB),DDR5,Yes,5200MHz,2,M.2 2280 PCIe 4.0x4 NVMe,1TB,Yes,M.2 2280 PCIe 4.0 x4,Up to 1TB M.2 2280 SSD,NVIDIA GeForce RTX 4070,8GB,Backlit Keyboard,Yes,FHD 1080p,"2W x2, Stereo speakers",2x Array Microphone,N/A,N/A,"1x HDMI 2.1, up to 8K/60Hz",,"1x USB 3.2 Gen 1 (Always On)
3x USB 3.2 Gen 1","1x USB-C 3.2 Gen 2 (support data transfer and DisplayPort 1.4)
1x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 140W and DisplayPort 1.4)",1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6E, 11ax 2x2 ",Bluetooth V5.2,N/A,Windows 11 Home,Integrated,80Wh,300W Slim Tip (3-pin),Onyx Grey,363.4 x 260.35 x 22.45-26.75 mm (14.31 x 10.25 x 0.88-1.05 inches),Less than 2.5 kg (5.5 lbs),2 Year Warranty (Battery & Adapter 1 Year),AMD SoC Platform,GDDR6,"High Definition (HD) Audio Chip
Realtek ALC3306 codec
Nahimic Gaming Audio",100/1000M (RJ-45),E-shutter,Firmware TPM 2.0,"Aluminium (Top), PC-ABS (Bottom)",Legion Coldfront 5.0 cooling system,Up to 32GB,240Hz,,,,4-Zone RGB Backlit,,,,
